run_id,game_type,algorithm,learning_rate,batch_size,buffer_size,num_epoch,num_units,num_layers,max_steps,cpu_cores,total_ram_gb,avg_cpu_utilization,avg_gpu_utilization,avg_ram_usage_mb,peak_ram_usage_mb,target_mean_reward,iterations_to_target,training_time_to_target_sec
run_2025-11-10_20-00-00,Walker,SAC,0.0005,512,10240,5,256,3,75000,16,64,49.8,52.0,9439.8,9903.099999999999,100,8682.0,24.5
run_2025-11-10_20-30-00,Walker,SAC,0.0005,1024,20480,5,256,3,75000,16,64,45.2,55.4,10934.8,11005.9,100,7565.0,15.0
run_2025-11-10_21-00-00,Walker,SAC,0.0005,512,10240,3,256,3,75000,16,64,49.2,60.9,10808.4,11010.9,100,6788.0,25.0
run_2025-11-10_21-30-00,3DBall,PPO,0.0003,1024,20480,3,128,2,50000,8,32,45.3,62.7,9698.4,9930.699999999999,100,8302.0,17.5
run_2025-11-10_22-00-00,Walker,SAC,0.0005,512,10240,5,256,3,75000,16,64,54.7,51.9,9771.1,9928.7,100,8780.0,19.9
run_2025-11-10_22-30-00,3DBall,PPO,0.0003,1024,20480,5,128,2,50000,8,32,46.3,54.2,9678.1,10011.1,100,7451.0,19.3
run_2025-11-10_23-00-00,Walker,SAC,0.0005,1024,20480,5,256,3,75000,16,64,52.1,53.3,11949.0,12287.2,100,6947.0,23.1
run_2025-11-10_23-30-00,Walker,SAC,0.0005,512,10240,5,256,3,75000,16,64,54.7,45.3,11398.7,11831.400000000001,100,8367.0,19.0
run_2025-11-10_24-00-00,Walker,SAC,0.0005,512,10240,3,256,3,75000,16,64,53.3,50.9,12229.1,12612.5,100,8045.0,25.3
run_2025-11-10_24-30-00,Walker,SAC,0.0005,1024,20480,5,256,3,75000,16,64,52.0,54.2,12887.2,13181.400000000001,100,8666.0,24.8
run_2025-11-10_25-00-00,Walker,SAC,0.0005,512,10240,3,256,3,75000,16,64,53.4,53.2,10581.2,10925.300000000001,100,8078.0,24.5
run_2025-11-10_25-30-00,Walker,SAC,0.0005,1024,20480,5,256,3,75000,16,64,54.8,59.4,8706.8,8880.099999999999,100,6731.0,14.9
run_2025-11-10_26-00-00,Walker,SAC,0.0005,1024,20480,5,256,3,75000,16,64,51.2,52.7,8621.2,8938.1,100,8795.0,24.3
run_2025-11-10_26-30-00,Walker,SAC,0.0005,1024,20480,5,256,3,75000,16,64,50.6,54.8,9760.1,10030.300000000001,100,6315.0,23.4
run_2025-11-10_27-00-00,3DBall,PPO,0.0003,1024,20480,3,128,2,50000,8,32,51.3,53.6,12689.7,12799.7,100,6804.0,15.2
run_2025-11-10_27-30-00,3DBall,PPO,0.0003,2048,40960,3,128,2,50000,8,32,50.3,59.8,10806.8,10965.9,100,7561.0,15.3
run_2025-11-10_28-00-00,Walker,SAC,0.0005,512,10240,4,256,3,75000,16,64,51.4,62.3,9650.2,9831.5,100,7697.0,15.2
run_2025-11-10_28-30-00,Walker,SAC,0.0005,1024,20480,5,256,3,75000,16,64,49.5,55.6,10236.2,10702.1,100,6046.0,14.1
run_2025-11-10_29-00-00,Walker,SAC,0.0005,512,10240,4,256,3,75000,16,64,47.2,60.8,11153.5,11307.2,100,8342.0,20.6
run_2025-11-10_29-30-00,3DBall,PPO,0.0003,2048,40960,4,128,2,50000,8,32,46.2,50.9,11403.6,11583.800000000001,100,7085.0,25.7
run_2025-11-10_30-00-00,Walker,SAC,0.0005,1024,20480,3,256,3,75000,16,64,45.7,55.8,9108.0,9324.2,100,7219.0,19.3
run_2025-11-10_30-30-00,3DBall,PPO,0.0003,1024,20480,3,128,2,50000,8,32,47.6,51.9,12894.3,13243.0,100,8428.0,20.5
run_2025-11-10_31-00-00,3DBall,PPO,0.0003,1024,20480,4,128,2,50000,8,32,45.5,53.3,10906.0,11009.2,100,7138.0,25.6
run_2025-11-10_31-30-00,3DBall,PPO,0.0003,1024,20480,5,128,2,50000,8,32,50.7,59.6,9024.2,9503.5,100,6142.0,17.1
run_2025-11-10_32-00-00,3DBall,PPO,0.0003,1024,20480,3,128,2,50000,8,32,47.8,62.6,12510.7,12950.2,100,6529.0,24.3
run_2025-11-10_32-30-00,3DBall,PPO,0.0003,2048,40960,5,128,2,50000,8,32,53.2,47.4,8743.3,9053.0,100,8868.0,20.6
run_2025-11-10_33-00-00,Walker,SAC,0.0005,512,10240,5,256,3,75000,16,64,45.7,57.7,12575.6,12928.9,100,6211.0,20.8
run_2025-11-10_33-30-00,Walker,SAC,0.0005,512,10240,4,256,3,75000,16,64,47.3,56.6,12984.2,13041.7,100,7065.0,18.1
run_2025-11-10_34-00-00,Walker,SAC,0.0005,1024,20480,4,256,3,75000,16,64,52.3,47.4,11622.0,11824.5,100,7510.0,20.7
run_2025-11-10_34-30-00,Walker,SAC,0.0005,1024,20480,4,256,3,75000,16,64,51.0,49.2,11944.1,12352.1,100,7480.0,14.9
run_2025-11-10_35-00-00,Walker,SAC,0.0005,1024,20480,4,256,3,75000,16,64,45.6,51.2,9951.6,10036.5,100,6012.0,23.2
run_2025-11-10_35-30-00,3DBall,PPO,0.0003,1024,20480,3,128,2,50000,8,32,53.8,48.3,12731.3,12908.3,100,7503.0,17.4
run_2025-11-10_36-00-00,Walker,SAC,0.0005,512,10240,3,256,3,75000,16,64,53.8,49.9,10836.7,11150.1,100,7151.0,24.7
run_2025-11-10_36-30-00,Walker,SAC,0.0005,512,10240,4,256,3,75000,16,64,48.3,50.4,11769.0,11934.4,100,8916.0,18.4
run_2025-11-10_37-00-00,3DBall,PPO,0.0003,2048,40960,3,128,2,50000,8,32,48.4,51.7,12650.9,13121.199999999999,100,6477.0,15.7
run_2025-11-10_37-30-00,Walker,SAC,0.0005,512,10240,4,256,3,75000,16,64,54.9,60.0,12885.8,12994.8,100,7062.0,22.4
run_2025-11-10_38-00-00,3DBall,PPO,0.0003,1024,20480,5,128,2,50000,8,32,51.3,56.4,12232.7,12641.5,100,7258.0,16.0
run_2025-11-10_38-30-00,Walker,SAC,0.0005,1024,20480,5,256,3,75000,16,64,50.3,64.7,9793.9,10072.5,100,7172.0,23.0
run_2025-11-10_39-00-00,3DBall,PPO,0.0003,1024,20480,5,128,2,50000,8,32,53.4,53.3,12846.1,13233.7,100,7997.0,25.6
run_2025-11-10_39-30-00,Walker,SAC,0.0005,512,10240,4,256,3,75000,16,64,47.9,60.1,11289.3,11479.099999999999,100,6647.0,23.4
run_2025-11-10_40-00-00,Walker,SAC,0.0005,1024,20480,5,256,3,75000,16,64,49.3,62.4,12681.0,12962.5,100,6663.0,14.3
run_2025-11-10_40-30-00,3DBall,PPO,0.0003,1024,20480,3,128,2,50000,8,32,47.7,58.6,11510.1,11945.7,100,8188.0,21.2
run_2025-11-10_41-00-00,3DBall,PPO,0.0003,2048,40960,5,128,2,50000,8,32,52.9,53.2,9813.3,10073.4,100,7501.0,22.3
run_2025-11-10_41-30-00,3DBall,PPO,0.0003,2048,40960,5,128,2,50000,8,32,50.7,60.1,10102.1,10314.0,100,7245.0,23.9
run_2025-11-10_42-00-00,3DBall,PPO,0.0003,1024,20480,5,128,2,50000,8,32,51.6,49.1,10932.2,11223.5,100,6508.0,14.7
run_2025-11-10_42-30-00,3DBall,PPO,0.0003,1024,20480,3,128,2,50000,8,32,47.5,51.6,12034.1,12406.9,100,6563.0,19.8
run_2025-11-10_43-00-00,3DBall,PPO,0.0003,1024,20480,4,128,2,50000,8,32,47.2,55.9,9862.7,10112.300000000001,100,6032.0,20.4
run_2025-11-10_43-30-00,3DBall,PPO,0.0003,1024,20480,3,128,2,50000,8,32,49.9,56.5,11066.8,11539.3,100,6274.0,16.0
run_2025-11-10_44-00-00,3DBall,PPO,0.0003,2048,40960,4,128,2,50000,8,32,52.4,45.4,9989.9,10172.6,100,7671.0,17.9
run_2025-11-10_44-30-00,Walker,SAC,0.0005,1024,20480,4,256,3,75000,16,64,50.3,63.9,12152.5,12416.5,100,8676.0,19.3
run_2025-11-10_45-00-00,Walker,SAC,0.0005,1024,20480,5,256,3,75000,16,64,45.3,58.9,10546.9,10937.5,100,6861.0,24.0
run_2025-11-10_45-30-00,3DBall,PPO,0.0003,1024,20480,4,128,2,50000,8,32,53.7,54.9,8752.9,9113.0,100,6983.0,25.2
run_2025-11-10_46-00-00,Walker,SAC,0.0005,1024,20480,3,256,3,75000,16,64,45.6,63.7,9163.8,9602.4,100,6347.0,21.5
run_2025-11-10_46-30-00,Walker,SAC,0.0005,512,10240,3,256,3,75000,16,64,54.6,53.8,8681.1,9179.7,100,7166.0,18.7
run_2025-11-10_47-00-00,Walker,SAC,0.0005,512,10240,4,256,3,75000,16,64,45.3,64.6,10696.8,10938.9,100,6112.0,17.0
run_2025-11-10_47-30-00,Walker,SAC,0.0005,512,10240,5,256,3,75000,16,64,51.9,55.2,8889.2,8989.2,100,8753.0,25.8
run_2025-11-10_48-00-00,3DBall,PPO,0.0003,2048,40960,5,128,2,50000,8,32,45.8,47.3,8925.0,8988.7,100,8019.0,25.8
run_2025-11-10_48-30-00,Walker,SAC,0.0005,1024,20480,3,256,3,75000,16,64,54.1,60.3,12728.8,13105.9,100,8972.0,25.1
run_2025-11-10_49-00-00,3DBall,PPO,0.0003,1024,20480,5,128,2,50000,8,32,49.6,58.6,12414.2,12857.5,100,8648.0,23.4
run_2025-11-10_49-30-00,Walker,SAC,0.0005,512,10240,4,256,3,75000,16,64,46.4,60.5,10479.6,10628.9,100,7419.0,17.9
run_2025-11-10_50-00-00,Walker,SAC,0.0005,1024,20480,4,256,3,75000,16,64,48.4,64.0,12934.7,13056.0,100,7559.0,23.8
run_2025-11-10_50-30-00,Walker,SAC,0.0005,512,10240,3,256,3,75000,16,64,46.6,60.5,8400.9,8478.9,100,6572.0,18.9
run_2025-11-10_51-00-00,3DBall,PPO,0.0003,2048,40960,4,128,2,50000,8,32,46.7,57.2,11224.3,11644.5,100,7386.0,17.9
run_2025-11-10_51-30-00,Walker,SAC,0.0005,1024,20480,3,256,3,75000,16,64,54.5,62.1,11235.6,11425.7,100,8709.0,22.9
run_2025-11-10_52-00-00,3DBall,PPO,0.0003,1024,20480,4,128,2,50000,8,32,49.5,58.5,10504.2,10735.0,100,6153.0,15.0
run_2025-11-10_52-30-00,Walker,SAC,0.0005,1024,20480,3,256,3,75000,16,64,52.9,53.2,10226.0,10502.2,100,8591.0,14.6
run_2025-11-10_53-00-00,3DBall,PPO,0.0003,1024,20480,5,128,2,50000,8,32,51.4,62.7,10494.8,10922.599999999999,100,7023.0,19.4
run_2025-11-10_53-30-00,Walker,SAC,0.0005,1024,20480,4,256,3,75000,16,64,51.8,49.4,10308.8,10651.699999999999,100,8699.0,19.3
run_2025-11-10_54-00-00,3DBall,PPO,0.0003,2048,40960,4,128,2,50000,8,32,46.3,59.3,11760.3,12087.099999999999,100,8823.0,24.7
run_2025-11-10_54-30-00,3DBall,PPO,0.0003,1024,20480,3,128,2,50000,8,32,47.3,62.6,9022.6,9151.7,100,8013.0,15.5
run_2025-11-10_55-00-00,Walker,SAC,0.0005,1024,20480,3,256,3,75000,16,64,52.9,59.6,9309.1,9590.0,100,7993.0,15.5
run_2025-11-10_55-30-00,3DBall,PPO,0.0003,2048,40960,4,128,2,50000,8,32,54.7,58.9,9230.4,9602.3,100,7358.0,15.8
run_2025-11-10_56-00-00,Walker,SAC,0.0005,1024,20480,3,256,3,75000,16,64,47.6,60.1,9607.4,10095.4,100,8507.0,14.4
run_2025-11-10_56-30-00,Walker,SAC,0.0005,512,10240,4,256,3,75000,16,64,47.7,54.3,10816.2,10956.800000000001,100,8885.0,14.9
run_2025-11-10_57-00-00,Walker,SAC,0.0005,1024,20480,5,256,3,75000,16,64,49.7,62.5,8911.6,8965.9,100,8325.0,21.9
run_2025-11-10_57-30-00,Walker,SAC,0.0005,1024,20480,3,256,3,75000,16,64,54.8,49.1,12393.6,12477.5,100,7866.0,19.2
run_2025-11-10_58-00-00,Walker,SAC,0.0005,1024,20480,4,256,3,75000,16,64,47.7,47.5,9767.9,9987.0,100,7820.0,23.2
run_2025-11-10_58-30-00,Walker,SAC,0.0005,1024,20480,5,256,3,75000,16,64,49.1,50.7,9147.7,9566.900000000001,100,8548.0,25.9
run_2025-11-10_59-00-00,Walker,SAC,0.0005,512,10240,5,256,3,75000,16,64,53.9,55.6,11507.9,11561.1,100,7624.0,21.9
run_2025-11-10_59-30-00,Walker,SAC,0.0005,512,10240,4,256,3,75000,16,64,45.0,55.2,8575.2,8830.7,100,8412.0,14.6
run_2025-11-10_60-00-00,Walker,SAC,0.0005,1024,20480,3,256,3,75000,16,64,45.4,61.4,11251.9,11450.1,100,7527.0,15.3
run_2025-11-10_60-30-00,Walker,SAC,0.0005,1024,20480,4,256,3,75000,16,64,51.0,53.1,11611.7,11685.300000000001,100,6187.0,24.6
run_2025-11-10_61-00-00,Walker,SAC,0.0005,1024,20480,5,256,3,75000,16,64,54.1,54.7,9388.6,9641.2,100,7152.0,20.3
run_2025-11-10_61-30-00,3DBall,PPO,0.0003,1024,20480,4,128,2,50000,8,32,47.4,45.3,8593.0,8757.6,100,7333.0,23.9
run_2025-11-10_62-00-00,3DBall,PPO,0.0003,1024,20480,3,128,2,50000,8,32,49.7,53.2,10072.8,10281.099999999999,100,6425.0,24.3
run_2025-11-10_62-30-00,Walker,SAC,0.0005,512,10240,5,256,3,75000,16,64,49.5,58.0,8853.5,9221.0,100,6307.0,25.1
run_2025-11-10_63-00-00,Walker,SAC,0.0005,512,10240,4,256,3,75000,16,64,49.7,45.3,8935.8,9220.5,100,7606.0,25.4
run_2025-11-10_63-30-00,Walker,SAC,0.0005,1024,20480,3,256,3,75000,16,64,51.2,50.6,9569.6,9675.7,100,6255.0,20.7
run_2025-11-10_64-00-00,Walker,SAC,0.0005,1024,20480,5,256,3,75000,16,64,49.7,49.2,9759.2,10241.800000000001,100,6909.0,18.1
run_2025-11-10_64-30-00,Walker,SAC,0.0005,1024,20480,3,256,3,75000,16,64,49.5,45.8,10837.9,11174.1,100,8234.0,25.5
run_2025-11-10_65-00-00,Walker,SAC,0.0005,512,10240,5,256,3,75000,16,64,49.7,54.6,11520.6,11915.2,100,8893.0,20.6
run_2025-11-10_65-30-00,Walker,SAC,0.0005,512,10240,4,256,3,75000,16,64,50.9,48.6,11126.7,11212.300000000001,100,8154.0,14.8
run_2025-11-10_66-00-00,Walker,SAC,0.0005,512,10240,3,256,3,75000,16,64,50.4,59.9,9082.5,9153.7,100,8978.0,21.7
run_2025-11-10_66-30-00,3DBall,PPO,0.0003,1024,20480,5,128,2,50000,8,32,53.5,62.0,9191.6,9250.4,100,8095.0,21.1
run_2025-11-10_67-00-00,Walker,SAC,0.0005,1024,20480,3,256,3,75000,16,64,45.5,55.9,12442.3,12577.3,100,6881.0,24.7
run_2025-11-10_67-30-00,3DBall,PPO,0.0003,1024,20480,3,128,2,50000,8,32,53.3,64.6,10968.4,11204.9,100,8016.0,21.8
run_2025-11-10_68-00-00,Walker,SAC,0.0005,1024,20480,4,256,3,75000,16,64,53.4,54.0,12401.7,12872.800000000001,100,8106.0,18.2
run_2025-11-10_68-30-00,Walker,SAC,0.0005,512,10240,3,256,3,75000,16,64,47.8,55.3,10109.1,10364.800000000001,100,7115.0,25.6
run_2025-11-10_69-00-00,3DBall,PPO,0.0003,1024,20480,5,128,2,50000,8,32,49.6,64.8,11226.2,11406.800000000001,100,6053.0,23.6
run_2025-11-10_69-30-00,Walker,SAC,0.0005,1024,20480,5,256,3,75000,16,64,49.4,49.6,10808.9,11111.8,100,8110.0,21.6
run_2025-11-10_70-00-00,3DBall,PPO,0.0003,1024,20480,5,128,2,50000,8,32,47.2,63.9,9868.0,9968.4,100,6065.0,17.5
run_2025-11-10_70-30-00,Walker,SAC,0.0005,1024,20480,5,256,3,75000,16,64,49.0,45.9,10561.6,10885.9,100,7894.0,18.5
run_2025-11-10_71-00-00,Walker,SAC,0.0005,512,10240,4,256,3,75000,16,64,45.4,53.9,10711.5,11017.3,100,6491.0,22.0
run_2025-11-10_71-30-00,3DBall,PPO,0.0003,2048,40960,3,128,2,50000,8,32,47.8,46.4,9323.5,9729.9,100,7697.0,14.9
run_2025-11-10_72-00-00,Walker,SAC,0.0005,1024,20480,4,256,3,75000,16,64,53.2,59.6,9849.0,10343.0,100,7512.0,17.1
run_2025-11-10_72-30-00,3DBall,PPO,0.0003,1024,20480,3,128,2,50000,8,32,47.8,57.2,12040.5,12203.4,100,6041.0,22.6
run_2025-11-10_73-00-00,Walker,SAC,0.0005,512,10240,3,256,3,75000,16,64,53.2,59.1,12612.6,12891.9,100,7089.0,19.8
run_2025-11-10_73-30-00,3DBall,PPO,0.0003,1024,20480,3,128,2,50000,8,32,50.3,52.5,10055.1,10514.1,100,7803.0,18.8
run_2025-11-10_74-00-00,3DBall,PPO,0.0003,2048,40960,4,128,2,50000,8,32,53.8,52.4,9812.1,10215.4,100,8546.0,15.8
run_2025-11-10_74-30-00,Walker,SAC,0.0005,1024,20480,3,256,3,75000,16,64,50.7,45.9,9297.9,9567.199999999999,100,8666.0,19.3
run_2025-11-10_75-00-00,Walker,SAC,0.0005,512,10240,4,256,3,75000,16,64,45.3,52.0,11521.1,11996.5,100,7452.0,23.2
run_2025-11-10_75-30-00,3DBall,PPO,0.0003,2048,40960,5,128,2,50000,8,32,51.8,63.6,9886.3,9962.099999999999,100,8185.0,17.2
run_2025-11-10_76-00-00,Walker,SAC,0.0005,512,10240,5,256,3,75000,16,64,45.4,52.6,12943.6,13412.5,100,6949.0,14.1
run_2025-11-10_76-30-00,Walker,SAC,0.0005,1024,20480,3,256,3,75000,16,64,49.5,61.6,9898.2,9970.900000000001,100,7027.0,22.0
run_2025-11-10_77-00-00,Walker,SAC,0.0005,512,10240,4,256,3,75000,16,64,54.3,61.8,10213.0,10509.3,100,6583.0,25.7
run_2025-11-10_77-30-00,3DBall,PPO,0.0003,2048,40960,5,128,2,50000,8,32,46.7,52.5,11175.3,11626.0,100,7686.0,21.3
run_2025-11-10_78-00-00,3DBall,PPO,0.0003,2048,40960,4,128,2,50000,8,32,48.9,57.6,12087.7,12255.900000000001,100,6944.0,15.4
run_2025-11-10_78-30-00,3DBall,PPO,0.0003,1024,20480,4,128,2,50000,8,32,52.3,46.9,10559.8,10822.3,100,6253.0,17.8
run_2025-11-10_79-00-00,3DBall,PPO,0.0003,1024,20480,3,128,2,50000,8,32,53.8,47.1,10344.2,10540.1,100,8055.0,24.4
run_2025-11-10_79-30-00,3DBall,PPO,0.0003,1024,20480,5,128,2,50000,8,32,51.7,46.0,12979.9,13458.4,100,8123.0,16.8
run_2025-11-10_80-00-00,3DBall,PPO,0.0003,1024,20480,3,128,2,50000,8,32,47.6,56.6,8448.3,8868.9,100,7080.0,21.3
run_2025-11-10_80-30-00,3DBall,PPO,0.0003,2048,40960,3,128,2,50000,8,32,51.7,53.5,12517.3,12886.4,100,6230.0,18.8
run_2025-11-10_81-00-00,3DBall,PPO,0.0003,2048,40960,5,128,2,50000,8,32,48.0,56.0,9086.0,9400.4,100,7279.0,16.5
run_2025-11-10_81-30-00,3DBall,PPO,0.0003,1024,20480,5,128,2,50000,8,32,52.2,55.4,12015.3,12434.599999999999,100,7327.0,23.8
run_2025-11-10_82-00-00,Walker,SAC,0.0005,1024,20480,4,256,3,75000,16,64,54.5,52.0,11242.5,11469.0,100,8006.0,22.9
run_2025-11-10_82-30-00,3DBall,PPO,0.0003,1024,20480,5,128,2,50000,8,32,52.2,58.5,9972.5,10223.9,100,6946.0,21.9
run_2025-11-10_83-00-00,Walker,SAC,0.0005,1024,20480,4,256,3,75000,16,64,53.6,60.2,12419.8,12798.3,100,8048.0,16.8
run_2025-11-10_83-30-00,Walker,SAC,0.0005,512,10240,4,256,3,75000,16,64,45.0,45.3,8459.4,8670.4,100,8614.0,15.2
run_2025-11-10_84-00-00,Walker,SAC,0.0005,512,10240,4,256,3,75000,16,64,52.2,49.1,9442.8,9521.599999999999,100,6712.0,20.9
run_2025-11-10_84-30-00,3DBall,PPO,0.0003,2048,40960,5,128,2,50000,8,32,53.3,59.3,11007.7,11091.2,100,8937.0,20.6
run_2025-11-10_85-00-00,3DBall,PPO,0.0003,1024,20480,3,128,2,50000,8,32,45.4,52.7,10017.1,10119.0,100,7159.0,16.3
run_2025-11-10_85-30-00,3DBall,PPO,0.0003,2048,40960,4,128,2,50000,8,32,53.7,58.2,11207.7,11649.1,100,6802.0,14.7
run_2025-11-10_86-00-00,3DBall,PPO,0.0003,1024,20480,3,128,2,50000,8,32,47.6,51.9,8510.9,8773.4,100,7265.0,15.0
run_2025-11-10_86-30-00,Walker,SAC,0.0005,512,10240,3,256,3,75000,16,64,51.7,52.8,8935.7,9306.5,100,6283.0,25.9
run_2025-11-10_87-00-00,3DBall,PPO,0.0003,1024,20480,5,128,2,50000,8,32,53.0,48.2,8984.6,9211.4,100,6377.0,23.4
run_2025-11-10_87-30-00,3DBall,PPO,0.0003,1024,20480,3,128,2,50000,8,32,51.6,50.2,9270.7,9437.1,100,7243.0,25.1
run_2025-11-10_88-00-00,3DBall,PPO,0.0003,2048,40960,3,128,2,50000,8,32,45.9,57.1,10512.9,10719.1,100,8287.0,16.3
run_2025-11-10_88-30-00,3DBall,PPO,0.0003,2048,40960,5,128,2,50000,8,32,51.0,53.7,11859.8,12267.199999999999,100,8701.0,25.5
run_2025-11-10_89-00-00,3DBall,PPO,0.0003,2048,40960,4,128,2,50000,8,32,50.5,60.5,12565.5,12896.8,100,7994.0,15.7
run_2025-11-10_89-30-00,Walker,SAC,0.0005,1024,20480,3,256,3,75000,16,64,54.0,62.1,12242.7,12714.6,100,6316.0,20.1
run_2025-11-10_90-00-00,3DBall,PPO,0.0003,2048,40960,5,128,2,50000,8,32,49.0,55.8,9305.7,9661.6,100,8016.0,24.0
run_2025-11-10_90-30-00,Walker,SAC,0.0005,512,10240,3,256,3,75000,16,64,48.2,60.2,10429.3,10735.9,100,7906.0,18.2
run_2025-11-10_91-00-00,3DBall,PPO,0.0003,2048,40960,3,128,2,50000,8,32,52.5,51.1,9317.3,9641.9,100,8417.0,19.1
run_2025-11-10_91-30-00,Walker,SAC,0.0005,512,10240,4,256,3,75000,16,64,49.1,53.3,9616.6,10090.7,100,8476.0,15.5
run_2025-11-10_92-00-00,3DBall,PPO,0.0003,2048,40960,3,128,2,50000,8,32,51.5,59.3,10716.3,11121.0,100,8605.0,15.5
run_2025-11-10_92-30-00,3DBall,PPO,0.0003,1024,20480,5,128,2,50000,8,32,51.5,52.7,8713.3,8774.099999999999,100,7242.0,21.4
run_2025-11-10_93-00-00,Walker,SAC,0.0005,512,10240,3,256,3,75000,16,64,53.9,56.8,9403.6,9694.0,100,8094.0,22.1
run_2025-11-10_93-30-00,Walker,SAC,0.0005,1024,20480,4,256,3,75000,16,64,51.0,48.7,12702.7,13062.5,100,6805.0,23.3
run_2025-11-10_94-00-00,Walker,SAC,0.0005,1024,20480,4,256,3,75000,16,64,50.0,57.0,10544.1,10931.0,100,8998.0,20.7
run_2025-11-10_94-30-00,3DBall,PPO,0.0003,2048,40960,5,128,2,50000,8,32,46.4,62.2,10448.8,10594.699999999999,100,6526.0,21.7
run_2025-11-10_95-00-00,Walker,SAC,0.0005,1024,20480,4,256,3,75000,16,64,46.2,62.4,8467.0,8907.2,100,6030.0,14.2
run_2025-11-10_95-30-00,3DBall,PPO,0.0003,2048,40960,3,128,2,50000,8,32,46.5,59.5,9538.0,10018.1,100,6446.0,15.9
run_2025-11-10_96-00-00,3DBall,PPO,0.0003,1024,20480,4,128,2,50000,8,32,46.7,59.9,12384.9,12541.4,100,8328.0,25.8
run_2025-11-10_96-30-00,Walker,SAC,0.0005,1024,20480,5,256,3,75000,16,64,51.4,56.2,9157.3,9604.5,100,7340.0,14.9
run_2025-11-10_97-00-00,Walker,SAC,0.0005,512,10240,4,256,3,75000,16,64,52.4,56.7,10309.6,10403.2,100,7343.0,22.1
run_2025-11-10_97-30-00,3DBall,PPO,0.0003,1024,20480,4,128,2,50000,8,32,50.3,47.7,8465.9,8541.0,100,8865.0,16.1
run_2025-11-10_98-00-00,3DBall,PPO,0.0003,1024,20480,4,128,2,50000,8,32,53.3,53.9,10600.3,10708.5,100,8759.0,22.6
run_2025-11-10_98-30-00,Walker,SAC,0.0005,1024,20480,5,256,3,75000,16,64,54.9,54.0,8496.7,8572.7,100,6934.0,22.5
run_2025-11-10_99-00-00,Walker,SAC,0.0005,512,10240,4,256,3,75000,16,64,53.2,64.2,12170.2,12600.5,100,6627.0,16.8
run_2025-11-10_99-30-00,Walker,SAC,0.0005,512,10240,4,256,3,75000,16,64,51.9,53.6,12194.3,12270.9,100,8545.0,17.2
run_2025-11-10_100-00-00,3DBall,PPO,0.0003,1024,20480,3,128,2,50000,8,32,50.3,56.0,12023.6,12195.800000000001,100,8718.0,21.9
run_2025-11-10_100-30-00,3DBall,PPO,0.0003,2048,40960,5,128,2,50000,8,32,49.5,55.7,9703.5,9800.2,100,7625.0,18.7
