run_id,game_type,algorithm,learning_rate,batch_size,buffer_size,num_epoch,num_units,num_layers,max_steps,cpu_cores,total_ram_gb,avg_cpu_utilization,avg_gpu_utilization,avg_ram_usage_mb,peak_ram_usage_mb,target_mean_reward,iterations_to_target
run_1767980956,3DBall,PPO,0.0004989633411792454,64,8192,9,128,2,500000,16,32,5.048643761301989,13.01627486437613,11377.076491862568,11809.6,1.0,
run_1767982122,3DBall,PPO,0.00028925180657270747,512,16384,6,128,2,500000,16,32,4.720444444444444,5.408888888888889,11482.602222222222,12278.9,1.0,
run_1767982598,3DBall,PPO,0.0004629490216854608,256,8192,4,256,2,500000,16,32,4.397209302325582,6.037209302325581,11442.93488372093,11483.6,1.0,
run_1767983052,3DBall,PPO,0.0002496929203848941,128,8192,9,256,2,500000,16,32,4.98062015503876,11.465116279069768,11451.722480620156,11613.5,1.0,
run_1767983869,3DBall,PPO,9.93615869667703e-05,256,8192,10,64,3,500000,16,32,5.232326283987915,7.960725075528701,11436.254380664652,11589.6,1.0,
run_1767984567,3DBall,PPO,6.745605546107222e-05,128,8192,10,256,2,500000,16,32,5.022330097087378,10.25242718446602,11505.696116504854,11618.8,1.0,
run_1767985437,3DBall,PPO,0.0003015600336379565,512,4096,7,64,2,500000,16,32,5.024463519313305,13.648068669527897,11466.478969957081,11616.4,1.0,
run_1767985929,3DBall,PPO,0.0002536014424865157,512,4096,6,128,2,500000,16,32,5.0645454545454545,12.927272727272728,11480.967272727274,11682.0,1.0,
run_1767986394,3DBall,PPO,0.0003156502670370884,256,16384,7,256,2,500000,16,32,4.980597014925373,7.309701492537314,11502.556343283582,11604.3,1.0,
run_1767986960,3DBall,PPO,6.090773825802934e-05,128,16384,7,64,2,500000,16,32,4.844879518072289,8.454819277108435,11534.802710843374,11663.6,1.0,
run_1767987660,3DBall,PPO,0.0001898365960763877,64,4096,6,256,2,500000,16,32,4.665429234338747,17.74245939675174,11540.943619489559,11798.7,1.0,
run_1767988569,3DBall,PPO,0.00048731303934287056,256,16384,5,64,3,500000,16,32,4.460995850622407,6.6887966804979255,11565.934024896265,11726.8,1.0,
run_1767989079,3DBall,PPO,0.00011259221149533461,64,4096,10,64,3,500000,16,32,5.017268445839874,14.525902668759812,11452.193406593407,11651.8,1.0,
run_1767990422,3DBall,PPO,0.0004317018105728657,128,8192,5,64,2,500000,16,32,4.619784172661871,5.280575539568345,11444.486690647482,11567.9,1.0,
run_1767991009,3DBall,PPO,0.0002428964564944217,128,8192,4,64,2,500000,16,32,4.48359375,6.21875,11475.075390625,11616.9,1.0,
run_1767991549,3DBall,PPO,0.00016447293191884651,64,4096,9,64,3,500000,16,32,4.859183673469388,12.505102040816327,11482.15119047619,11637.3,1.0,
run_1767992789,3DBall,PPO,0.00030472880416132817,256,4096,7,256,2,500000,16,32,5.019771863117871,7.692015209125476,11539.846768060837,11681.7,1.0,
run_1767993344,3DBall,PPO,0.00026268814999878056,64,4096,6,64,3,500000,16,32,4.720993227990971,11.589164785553047,11479.869977426637,11687.4,1.0,
run_1767994278,3DBall,PPO,0.00019002338097603232,128,16384,6,256,3,500000,16,32,4.7174846625766875,13.02760736196319,11525.226380368098,11636.6,1.0,
run_1767994965,3DBall,PPO,0.00016974865925053155,256,4096,5,128,3,500000,16,32,4.525316455696203,8.68776371308017,11538.017721518987,11756.3,1.0,
run_1767995466,3DBall,PPO,6.83059800090976e-05,128,16384,8,64,2,500000,16,32,4.7695530726256985,6.860335195530726,11580.7530726257,11729.1,1.0,
run_1767996221,3DBall,PPO,0.00030865897553066055,256,8192,3,64,2,500000,16,32,4.166331658291457,6.206030150753769,11595.007537688442,11767.1,1.0,
run_1767996642,3DBall,PPO,0.00013493755077187745,256,2048,5,64,2,500000,16,32,4.687280701754386,15.179824561403509,11565.268421052631,11678.8,1.0,
run_1767997123,3DBall,PPO,0.0003829748662322021,128,16384,6,64,2,500000,16,32,4.669736842105263,8.707236842105264,11597.764144736842,11749.8,1.0,
run_1767997766,3DBall,PPO,5.052271080966014e-05,512,16384,7,128,2,500000,16,32,4.7126582278481015,5.9451476793248945,11612.705485232067,11736.4,1.0,
run_1767998266,3DBall,PPO,0.00017775762011667474,256,2048,10,64,2,500000,16,32,5.186217948717949,17.916666666666668,11607.993269230768,11872.7,1.0,
run_1767998924,3DBall,PPO,0.00011611310435331469,512,4096,6,64,2,500000,16,32,4.815695067264574,15.596412556053812,11633.35067264574,11774.9,1.0,
run_1767999395,3DBall,PPO,3.0886158113903164e-05,256,2048,4,128,3,500000,16,32,4.232286995515695,14.295964125560538,11680.782062780268,11801.7,1.0,
run_1767999867,3DBall,PPO,0.00010110210147124958,512,4096,5,128,2,500000,16,32,4.85868544600939,12.507042253521126,11692.023004694836,11857.8,1.0,
run_1768000317,3DBall,PPO,1.2695884235277946e-05,64,8192,6,64,2,500000,16,32,4.711943793911007,9.388758782201405,11780.13348946136,11947.3,1.0,
run_1768001219,3DBall,PPO,5.816672531953134e-05,64,16384,4,256,2,500000,16,32,4.501796407185629,13.931137724550899,11763.038922155689,11929.5,1.0,
run_1768001924,3DBall,PPO,0.0001295906806460358,512,4096,9,64,3,500000,16,32,5.2528957528957525,11.698841698841699,11756.186872586874,11910.6,1.0,
run_1768002472,3DBall,PPO,2.408182312116574e-05,128,2048,3,64,2,500000,16,32,3.929098360655738,12.790983606557377,11717.017213114754,11960.6,1.0,
run_1768002987,3DBall,PPO,1.2030049873001957e-05,512,2048,5,256,3,500000,16,32,4.565198237885463,14.14977973568282,11803.037885462556,12535.4,1.0,
run_1768003466,3DBall,PPO,0.00045687322785790805,64,4096,7,128,3,500000,16,32,4.81563126252505,13.334669338677354,11549.057314629259,11798.5,1.0,
run_1768004520,3DBall,PPO,0.00034047487716389274,256,16384,3,128,3,500000,16,32,4.237378640776699,6.922330097087379,11521.304854368933,11676.8,1.0,
run_1768004955,3DBall,PPO,0.0001829750286425221,128,4096,8,64,2,500000,16,32,4.830056179775281,6.49438202247191,11511.809550561798,11719.2,1.0,
run_1768005709,3DBall,PPO,0.0003588619808670988,128,2048,5,128,3,500000,16,32,4.52560553633218,11.432525951557093,11520.111418685121,11682.1,1.0,
run_1768006319,3DBall,PPO,0.0003390618080431883,128,8192,6,128,2,500000,16,32,4.727361563517915,10.553745928338762,11549.45960912052,11656.1,1.0,
run_1768006968,3DBall,PPO,0.00020383365303104365,512,2048,7,64,2,500000,16,32,5.100865800865801,17.11255411255411,11597.494805194805,11743.0,1.0,
run_1768007456,3DBall,PPO,0.00020939667915065576,256,16384,8,64,3,500000,16,32,4.997986577181208,8.89261744966443,11614.23288590604,11795.7,1.0,
run_1768008086,3DBall,PPO,0.0003529646764113698,64,4096,6,256,2,500000,16,32,4.808314087759816,18.524249422632796,11578.286605080832,11695.8,1.0,
run_1768008999,3DBall,PPO,8.289239940538116e-05,512,4096,10,128,2,500000,16,32,5.400374531835206,14.02621722846442,11566.284269662921,11702.0,1.0,
run_1768009565,3DBall,PPO,0.00014925672821761206,256,2048,6,128,3,500000,16,32,4.632142857142857,11.563492063492063,11527.03611111111,11599.8,1.0,
run_1768010097,3DBall,PPO,0.00036641425237443317,64,2048,7,64,2,500000,16,32,4.822608695652174,15.256521739130434,11579.375217391304,11705.1,1.0,
run_1768011068,3DBall,PPO,0.00019513242060906295,256,4096,4,128,3,500000,16,32,4.5288288288288285,9.85135135135135,11786.233783783784,12240.7,1.0,
run_1768011538,3DBall,PPO,0.00038637249619327804,64,16384,6,256,3,500000,16,32,4.790380313199105,13.096196868008949,11772.788143176735,11901.6,1.0,
run_1768012482,3DBall,PPO,0.00022680798385714561,128,8192,9,128,3,500000,16,32,4.941504854368932,17.04854368932039,11746.459708737864,11915.8,1.0,
run_1768013351,3DBall,PPO,0.0004537821656696621,256,8192,10,256,2,500000,16,32,5.418238993710692,8.50943396226415,11854.191823899371,12137.7,1.0,
run_1768014022,3DBall,PPO,0.00029689728576368237,256,2048,7,64,3,500000,16,32,4.874538745387454,14.269372693726938,11909.876752767528,12007.2,1.0,
run_1768014594,3DBall,PPO,0.0001702030507278475,128,8192,4,256,2,500000,16,32,4.482539682539683,6.908730158730159,11949.321031746033,12086.5,1.0,
run_1768015127,3DBall,PPO,0.0004798936281110716,256,8192,3,128,3,500000,16,32,4.301951219512195,6.078048780487805,11951.593658536585,12117.3,1.0,
run_1768015561,3DBall,PPO,0.00011265402108953693,256,2048,4,256,2,500000,16,32,4.492957746478873,9.4037558685446,11895.213615023475,11951.2,1.0,
run_1768016011,3DBall,PPO,0.00031344847284870477,256,16384,9,64,3,500000,16,32,5.127795527156549,9.29073482428115,11976.350798722046,12186.8,1.0,
run_1768016673,3DBall,PPO,0.0001482083414877471,64,8192,3,256,3,500000,16,32,4.3762541806020065,9.397993311036789,11964.648160535116,12141.9,1.0,
run_1768017304,3DBall,PPO,0.00025230329716971115,512,8192,6,64,3,500000,16,32,4.668,7.764444444444444,11997.176,12130.6,1.0,
run_1768017779,3DBall,PPO,0.00031247435847046396,128,16384,9,64,3,500000,16,32,5.016708229426434,7.71571072319202,12010.286783042395,12173.8,1.0,
run_1768018626,3DBall,PPO,2.4344875624545754e-05,128,16384,3,256,3,500000,16,32,4.2084388185654005,7.09704641350211,11997.371308016878,12093.3,1.0,
run_1768019128,3DBall,PPO,0.00034987778032304176,128,8192,3,128,2,500000,16,32,4.366519823788546,6.066079295154185,11941.522907488987,11998.3,1.0,
run_1768019608,3DBall,PPO,0.0004869965946600198,512,16384,9,128,2,500000,16,32,5.1444015444015445,5.814671814671815,11994.299227799227,12152.7,1.0,
run_1768020155,3DBall,PPO,7.777653394524022e-05,128,4096,5,64,2,500000,16,32,4.6846975088967975,6.832740213523132,11941.02099644128,12133.7,1.0,
run_1768020749,3DBall,PPO,0.00012624056404321034,128,4096,8,128,2,500000,16,32,4.844413407821229,13.480446927374302,12003.785195530727,12102.8,1.0,
run_1768021507,3DBall,PPO,0.0001207867082132143,512,2048,8,256,3,500000,16,32,5.088372093023255,18.25968992248062,11950.124418604652,12179.9,1.0,
run_1768022053,3DBall,PPO,0.0004662809700569847,256,2048,5,256,3,500000,16,32,4.585654008438818,11.341772151898734,11834.629113924051,12010.2,1.0,
run_1768022554,3DBall,PPO,0.00048243100144152346,128,16384,8,128,2,500000,16,32,4.935933147632312,9.089136490250697,11886.728690807799,11959.1,1.0,
run_1768023312,3DBall,PPO,0.00024944068706063855,128,4096,6,128,3,500000,16,32,4.667601246105919,13.102803738317757,11924.63644859813,12099.0,1.0,
run_1768023990,3DBall,PPO,0.0004332595411901744,64,8192,6,64,3,500000,16,32,4.85438202247191,10.55056179775281,11863.539325842698,12690.8,1.0,
run_1768024928,3DBall,PPO,0.00013570693115876167,512,8192,6,256,2,500000,16,32,4.7555555555555555,5.151111111111111,11863.396,12024.3,1.0,
run_1768025404,3DBall,PPO,0.00024760978897248227,512,4096,4,256,2,500000,16,32,4.466153846153846,8.533333333333333,11837.953333333333,11994.7,1.0,
run_1768025816,3DBall,PPO,0.00031486137708638663,64,2048,4,128,3,500000,16,32,4.506916426512968,16.68299711815562,11831.763976945245,11987.4,1.0,
run_1768026550,3DBall,PPO,8.54926114100297e-05,128,16384,9,64,3,500000,16,32,4.964019851116626,8.702233250620347,11871.480893300248,12039.6,1.0,
run_1768027402,3DBall,PPO,0.0004855947973426002,256,4096,8,64,3,500000,16,32,4.980689655172414,10.903448275862068,11858.025172413792,12031.8,1.0,
run_1768028014,3DBall,PPO,0.0002048691478642548,256,2048,9,128,3,500000,16,32,4.971052631578948,14.388157894736842,11907.321381578948,12009.3,1.0,
run_1768028656,3DBall,PPO,0.00031316755627026335,256,4096,10,256,2,500000,16,32,5.131210191082802,7.780254777070064,11896.359554140128,12086.9,1.0,
run_1768029319,3DBall,PPO,0.0001246420169875741,512,2048,9,256,3,500000,16,32,5.167432950191571,10.992337164750959,11827.931800766284,12081.8,1.0,
run_1768029870,3DBall,PPO,0.00013565317231261216,128,2048,9,128,2,500000,16,32,5.123056994818653,13.720207253886011,11845.775647668394,11966.9,1.0,
run_1768030686,3DBall,PPO,0.00044756117652100524,256,8192,10,128,3,500000,16,32,5.257831325301205,9.686746987951807,11849.43795180723,12026.3,1.0,
run_1768031399,3DBall,PPO,0.0002228860647067389,64,4096,7,256,2,500000,16,32,4.658385093167702,19.749482401656316,11923.68115942029,12058.9,1.0,
run_1768032419,3DBall,PPO,0.0004997736322120474,64,2048,10,128,3,500000,16,32,4.943573667711599,21.38871473354232,11833.415830721004,12087.1,1.0,
run_1768033765,3DBall,PPO,0.00018974728703562572,256,2048,10,128,2,500000,16,32,5.311858974358974,17.05448717948718,11868.781730769231,12961.5,1.0,
run_1768034424,3DBall,PPO,0.00024042104971786933,128,2048,5,64,3,500000,16,32,4.601736111111111,7.857638888888889,11839.06736111111,11992.3,1.0,
run_1768035032,3DBall,PPO,0.00034394800192883384,64,8192,8,128,2,500000,16,32,4.882549019607843,11.007843137254902,11904.672352941176,12039.2,1.0,
run_1768036108,3DBall,PPO,0.00023662800890753694,128,4096,8,256,2,500000,16,32,4.762637362637363,14.892857142857142,11907.47967032967,12038.8,1.0,
run_1768036877,3DBall,PPO,0.0003615196069705341,64,16384,7,64,3,500000,16,32,4.878323108384458,12.963190184049079,11905.903067484662,12056.1,1.0,
run_1768037908,3DBall,PPO,0.00033289275480519144,64,8192,6,256,2,500000,16,32,4.640140845070422,15.657276995305164,11914.75352112676,12126.5,1.0,
run_1768038807,3DBall,PPO,0.00013606049306428246,64,4096,5,64,2,500000,16,32,4.640106951871657,10.735294117647058,11923.947058823529,12033.1,1.0,
run_1768039596,3DBall,PPO,1.7255488848373063e-05,512,8192,7,64,3,500000,16,32,4.594636015325671,6.459770114942529,11947.407279693487,12033.6,1.0,
run_1768040147,3DBall,PPO,0.0002629222022317547,256,8192,4,256,3,500000,16,32,4.400454545454545,5.531818181818182,11901.201818181818,11997.6,1.0,
run_1768040612,3DBall,PPO,0.0001652140779797211,512,8192,7,128,2,500000,16,32,4.901731601731601,6.082251082251083,11937.666666666666,12130.5,1.0,
run_1768041100,3DBall,PPO,0.0002265173007652304,64,16384,4,256,3,500000,16,32,4.493409742120344,12,11972.078510028654,12087.7,1.0,
run_1768041837,3DBall,PPO,0.00034662470438603834,512,16384,3,64,2,500000,16,32,4.297860962566845,5.294117647058823,11960.324598930481,12161.8,1.0,
run_1768042232,3DBall,PPO,0.0002519788292102084,256,16384,10,128,3,500000,16,32,5.169090909090909,12.06060606060606,11999.58,12134.6,1.0,
run_1768042929,3DBall,PPO,0.00017746088167776392,512,16384,5,256,3,500000,16,32,4.897706422018349,6.31651376146789,12055.259633027523,12576.4,1.0,
run_1768043390,3DBall,PPO,0.00014144980580950534,128,4096,3,128,2,500000,16,32,4.2579646017699115,8.548672566371682,11943.32168141593,12110.6,1.0,
run_1768043867,3DBall,PPO,0.00028074644744308374,64,16384,6,64,2,500000,16,32,4.7,9.229116945107398,11902.331503579951,12134.1,1.0,
run_1768044752,3DBall,PPO,8.818413166261161e-05,128,16384,3,256,2,500000,16,32,4.164069264069264,5.93073593073593,11891.599134199134,12022.2,1.0,
run_1768045240,3DBall,PPO,0.00010986312184908173,512,8192,4,64,3,500000,16,32,4.308866995073892,8.330049261083744,11889.6,12077.2,1.0,
run_1768045669,3DBall,PPO,0.0004031201746430541,256,16384,5,64,3,500000,16,32,4.548760330578513,6.582644628099174,11883.096280991735,12060.3,1.0,
run_1768046181,3DBall,PPO,0.0003202187534410246,256,2048,3,64,2,500000,16,32,4.1263959390862945,14.51776649746193,11905.138578680204,12025.3,1.0,
run_1768046597,3DBall,PPO,1.6150484033777367e-05,256,4096,7,128,3,500000,16,32,4.7340501792114695,11.473118279569892,11944.399641577062,12083.2,1.0,
run_1768047186,3DBall,PPO,0.00038761682832009006,128,16384,5,64,3,500000,16,32,4.705460750853242,8.204778156996587,11932.43242320819,12071.3,1.0,
run_1768047805,3DBall,PPO,0.00030334607771637383,128,2048,5,64,2,500000,16,32,4.766666666666667,10.551971326164875,11917.585663082436,12585.8,1.0,
run_1768048395,3DBall,PPO,0.0002806398294202687,256,4096,9,64,3,500000,16,32,5.134185303514377,9.399361022364218,11888.340575079872,12066.2,1.0,
run_1768049056,3DBall,PPO,0.00046215773359570826,256,2048,10,256,3,500000,16,32,5.210736196319019,13.742331288343559,11885.107055214723,12074.1,1.0,
run_1768049744,3DBall,PPO,0.00011664413249537237,256,4096,8,64,2,500000,16,32,4.953900709219858,8.684397163120567,11923.161347517731,12036.9,1.0,
run_1768050341,3DBall,PPO,0.00015286058921009567,256,4096,7,64,3,500000,16,32,4.749632352941177,8.125,11903.272794117647,11991.6,1.0,
run_1768050916,3DBall,PPO,0.00037417409205591835,512,8192,7,256,3,500000,16,32,4.838135593220339,5.983050847457627,11945.825423728813,12103.0,1.0,
run_1768051414,3DBall,PPO,0.00020392797743690956,64,8192,9,128,3,500000,16,32,4.865928449744463,18.473594548551958,11976.21209540034,12104.5,1.0,
run_1768052659,3DBall,PPO,0.000170944585529062,512,8192,7,64,2,500000,16,32,4.913419913419913,5.96969696969697,11992.98051948052,12177.7,1.0,
run_1768053147,3DBall,PPO,0.00038725610448736054,512,8192,8,128,2,500000,16,32,5.005327868852459,6.35655737704918,12018.3,12183.3,1.0,
run_1768053663,3DBall,PPO,0.00039571375535481934,512,8192,4,256,2,500000,16,32,4.366326530612245,5.051020408163265,12104.68112244898,12227.3,1.0,
run_1768054078,3DBall,PPO,2.6418191675003028e-05,512,2048,10,256,2,500000,16,32,5.308727272727273,18.32,12032.355272727273,12198.1,1.0,
run_1768054658,3DBall,PPO,0.00016947985067325845,64,16384,5,64,2,500000,16,32,4.657412398921833,7.0161725067385445,12029.66846361186,12216.2,1.0,
run_1768055441,3DBall,PPO,0.00023197344690605533,256,8192,3,128,3,500000,16,32,4.200975609756098,6.668292682926829,12035.685365853658,12150.4,1.0,
run_1768055874,3DBall,PPO,0.00039818211562346617,512,4096,8,256,2,500000,16,32,5.0299180327868855,10.30327868852459,12058.992213114754,12213.0,1.0,
run_1768056390,3DBall,PPO,0.00019290392726582678,128,2048,6,128,3,500000,16,32,4.6675,15.065625,12042.57,12205.2,1.0,
run_1768057066,3DBall,PPO,0.00032902686830207944,64,2048,5,64,2,500000,16,32,4.63288409703504,13.752021563342318,12126.8,12218.0,1.0,
run_1768057849,3DBall,PPO,0.00016941008063356145,256,8192,6,256,3,500000,16,32,4.658527131782946,8.054263565891473,12208.243410852714,12423.3,1.0,
run_1768058394,3DBall,PPO,0.0004912449173133888,256,8192,10,64,2,500000,16,32,5.242857142857143,6.123809523809523,12198.782857142856,12361.0,1.0,
run_1768059072,3DBall,PPO,8.085421589552262e-05,256,2048,8,128,2,500000,16,32,5.035,15.175,12206.659285714286,12385.9,1.0,
run_1768059663,3DBall,PPO,6.303143627891398e-05,512,2048,3,128,3,500000,16,32,4.228645833333333,14.71875,12235.941666666668,12400.7,1.0,
run_1768060071,3DBall,PPO,0.00045705451078008227,128,4096,3,256,3,500000,16,32,4.2088983050847455,9.690677966101696,12241.671610169491,12414.9,1.0,
run_1768060570,3DBall,PPO,0.0003934657691203807,128,16384,4,256,2,500000,16,32,4.403937007874016,7.28740157480315,12276.198031496064,12390.3,1.0,
run_1768061107,3DBall,PPO,0.0002936824819811047,256,2048,9,256,3,500000,16,32,5.445253164556962,15.41139240506329,12263.319620253165,12423.9,1.0,
run_1768061774,3DBall,PPO,0.00023898355155195177,64,8192,7,256,3,500000,16,32,4.8049800796812745,14.97808764940239,12179.432071713147,12393.1,1.0,
run_1768062838,3DBall,PPO,0.0004879125151539889,512,4096,3,128,3,500000,16,32,4.320526315789474,4.189473684210526,12111.230526315789,12297.3,1.0,
run_1768063241,3DBall,PPO,0.00031862396956439733,512,2048,5,128,2,500000,16,32,4.746116504854369,17.368932038834952,12179.991747572816,12346.7,1.0,
run_1768063677,3DBall,PPO,0.00041516489492811977,512,4096,7,64,2,500000,16,32,4.890948275862069,14.530172413793103,12158.331896551725,12349.8,1.0,
run_1768064168,3DBall,PPO,0.00031595788502541896,256,2048,8,64,2,500000,16,32,4.957347670250896,15.67383512544803,12213.675985663083,12326.1,1.0,
run_1768064758,3DBall,PPO,0.0001824259436437372,128,8192,8,256,2,500000,16,32,4.860833333333333,9.03888888888889,12180.168055555556,12332.8,1.0,
run_1768065518,3DBall,PPO,3.196981364417313e-05,512,8192,8,256,3,500000,16,32,5.2244,6.184,12164.4516,12322.8,1.0,
run_1768066047,3DBall,PPO,0.00021187393540967982,64,4096,4,64,3,500000,16,32,4.507848837209302,9.241279069767442,12182.488372093023,12290.0,1.0,
run_1768066773,3DBall,PPO,1.6024427974497473e-05,512,8192,5,256,2,500000,16,32,4.530275229357798,5.431192660550459,12174.813761467889,12340.7,1.0,
run_1768067234,3DBall,PPO,4.594907438418577e-05,64,8192,8,256,3,500000,16,32,4.8825,15.182142857142857,12250.0125,12429.9,1.0,
run_1768068416,3DBall,PPO,0.00038740660136692075,64,8192,5,128,3,500000,16,32,4.739646464646465,15.43939393939394,12234.098737373737,12317.3,1.0,
run_1768069252,3DBall,PPO,4.842790358664509e-05,128,4096,7,256,2,500000,16,32,4.8094117647058825,14.291176470588235,12218.342647058824,12369.9,1.0,
run_1768069969,3DBall,PPO,0.00022859367152931878,512,8192,5,64,2,500000,16,32,4.932850241545894,4.386473429951691,12210.551207729468,12369.2,1.0,
run_1768070407,3DBall,PPO,0.00036933793674734307,256,16384,7,64,2,500000,16,32,4.9245283018867925,6.064150943396227,12242.422264150944,12415.4,1.0,
run_1768070967,3DBall,PPO,0.00035926873262783133,512,4096,9,64,2,500000,16,32,5.250588235294118,13.929411764705883,12181.134901960784,12351.7,1.0,
run_1768071506,3DBall,PPO,0.00017234170297561572,128,8192,6,128,3,500000,16,32,4.802167182662538,9.869969040247678,12346.643962848297,12563.9,1.0,
run_1768072189,3DBall,PPO,0.0004976365447909905,256,8192,5,256,2,500000,16,32,4.6327510917030565,5.0174672489082965,12345.92576419214,12541.9,1.0,
run_1768072674,3DBall,PPO,0.0002999116635768273,64,16384,3,64,3,500000,16,32,4.486531986531986,8.8989898989899,12288.709764309764,12454.4,1.0,
run_1768073301,3DBall,PPO,0.00021060579820536782,64,16384,10,256,2,500000,16,32,4.999677938808373,20.294685990338163,12337.463768115942,12483.7,1.0,
run_1768074613,3DBall,PPO,0.00037791201932938417,256,16384,8,256,3,500000,16,32,4.9148148148148145,10.407407407407407,12335.971717171717,12510.6,1.0,
run_1768075241,3DBall,PPO,0.00046558171775980955,128,4096,5,64,3,500000,16,32,4.6149305555555555,8.225694444444445,12330.06875,12451.3,1.0,
run_1768075849,3DBall,PPO,0.0004645523829866267,64,2048,10,64,3,500000,16,32,4.95993690851735,15.484227129337539,12304.970031545741,12461.8,1.0,
run_1768077186,3DBall,PPO,0.00044797083732737205,256,2048,9,64,3,500000,16,32,5.128758169934641,16.49346405228758,12307.258169934641,12450.5,1.0,
run_1768077832,3DBall,PPO,0.00025629350112252075,64,2048,4,64,3,500000,16,32,4.685755813953488,13.738372093023257,12315.159302325581,12542.5,1.0,
run_1768078558,3DBall,PPO,0.000267984397759163,256,16384,6,128,2,500000,16,32,4.889516129032258,5.209677419354839,12425.820564516129,12557.8,1.0,
run_1768079083,3DBall,PPO,4.4275748158936956e-05,64,16384,8,128,2,500000,16,32,4.896274509803922,12.698039215686274,12395.447254901961,12596.2,1.0,
run_1768080159,3DBall,PPO,3.101891204545275e-05,64,2048,7,128,2,500000,16,32,4.736069114470842,16.131749460043196,12363.197840172787,12613.8,1.0,
run_1768081136,3DBall,PPO,0.0002176931519878868,512,4096,3,64,3,500000,16,32,4.407853403141361,11.670157068062828,12354.75392670157,12477.7,1.0,
run_1768081540,3DBall,PPO,0.0003440573319026747,128,16384,3,256,3,500000,16,32,4.469361702127659,5.821276595744681,12398.497446808511,12502.3,1.0,
run_1768082038,3DBall,PPO,0.0003987592293779387,256,2048,9,256,2,500000,16,32,5.098986486486487,14.804054054054054,12398.680067567568,12577.7,1.0,
run_1768082663,3DBall,PPO,0.00044347785673530895,128,8192,8,256,3,500000,16,32,4.893264248704663,13.989637305699482,12362.649222797927,12562.8,1.0,
run_1768083478,3DBall,PPO,0.00014171259963659626,512,4096,7,256,3,500000,16,32,4.865106382978723,7.638297872340425,12389.650638297871,12535.2,1.0,
run_1768083974,3DBall,PPO,0.0001879517330678993,256,2048,10,64,3,500000,16,32,5.148606811145511,15.941176470588236,12361.891640866874,12571.1,1.0,
